City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Bose,IT,2020-07-09 04:02:05,45.46,8.01,66.0,81,9,5.01
309,Samarai,PG,2020-07-09 04:02:05,-10.62,150.67,78.15,88,100,18.84
310,Khasan,RU,2020-07-09 04:02:06,42.43,130.64,73.35,58,48,9.22
311,Tankhoy,RU,2020-07-09 04:02:06,51.55,105.13,57.56,86,100,6.11
312,Dehloran,IR,2020-07-09 04:02:06,32.69,47.27,102.38,9,0,8.46
313,Ulaanbaatar,MN,2020-07-09 04:01:38,47.91,106.88,71.6,53,40,4.47
314,Lebu,CL,2020-07-09 04:02:06,-37.62,-73.65,48.43,79,100,14.56
315,Lavrentiya,RU,2020-07-09 04:02:06,65.58,-171.0,47.32,85,83,2.59
316,Ngunguru,NZ,2020-07-09 04:02:06,-35.62,174.5,55.0,88,1,5.99
317,Sao Filipe,CV,2020-07-09 04:02:07,14.9,-24.5,77.2,88,2,11.61
318,Dunapataj,HU,2020-07-09 04:02:07,46.64,19.0,60.01,72,14,2.24
319,Tymovskoye,RU,2020-07-09 04:02:07,50.85,142.66,61.23,91,100,2.73
320,Sosnovo,RU,2020-07-09 04:02:07,60.55,30.21,55.99,75,67,5.06
321,Pringsewu,ID,2020-07-09 04:02:07,-5.36,104.97,88.18,58,40,1.74
322,Key West,US,2020-07-09 04:01:17,24.56,-81.78,89.6,66,75,10.33
323,High Rock,BS,2020-07-09 04:02:08,26.62,-78.28,84.97,73,96,13.53
324,Bria,CF,2020-07-09 04:02:08,6.54,21.99,68.38,97,100,4.12
325,Tabou,CI,2020-07-09 04:02:08,4.42,-7.35,75.61,86,93,10.04
326,Kabalo,CD,2020-07-09 04:02:08,-6.05,26.92,66.54,53,0,3.38
327,Takapau,NZ,2020-07-09 04:02:08,-40.03,176.35,44.01,78,23,10.0
328,Hasaki,JP,2020-07-09 04:01:48,35.73,140.83,82.4,69,75,16.11
329,Sawakin,SD,2020-07-09 04:02:09,19.11,37.33,89.73,38,14,6.93
330,Bulawayo,ZW,2020-07-09 04:02:09,-20.15,28.58,50.14,85,13,11.01
331,Siniscola,IT,2020-07-09 04:02:09,40.57,9.69,64.4,82,0,2.24
332,Smoky Lake,CA,2020-07-09 04:02:09,54.12,-112.47,55.99,98,100,3.0
333,Manitouwadge,CA,2020-07-09 04:02:09,49.12,-85.84,63.27,88,100,3.18
334,Srednekolymsk,RU,2020-07-09 04:02:09,67.45,153.68,59.52,85,100,5.59
335,Aswan,EG,2020-07-09 04:01:50,24.09,32.91,85.41,27,0,3.58
336,Virbalis,LT,2020-07-09 04:02:10,54.63,22.82,49.5,89,2,9.15
337,Anloga,GH,2020-07-09 04:02:10,5.79,0.9,77.0,88,75,6.93
338,Banda Aceh,ID,2020-07-09 04:02:10,5.56,95.32,85.15,61,99,4.83
339,Shimoda,JP,2020-07-09 04:01:12,34.67,138.95,78.8,88,75,16.11
340,Klaksvik,FO,2020-07-09 04:01:04,62.23,-6.59,50.0,87,37,10.29
341,The Valley,AI,2020-07-09 04:02:08,18.22,-63.06,82.4,74,20,9.17
342,Sorong,ID,2020-07-09 04:02:10,-0.88,131.25,85.17,68,36,6.64
343,Victoria Point,AU,2020-07-09 04:02:11,-27.58,153.3,68.0,79,86,4.0
344,Bambanglipuro,ID,2020-07-09 04:02:11,-7.95,110.28,83.23,68,100,15.99
345,Portland,US,2020-07-09 04:01:13,45.52,-122.68,69.01,62,8,6.87
346,Rawson,AR,2020-07-09 04:02:11,-43.3,-65.1,40.89,67,0,14.05
347,Pacific Grove,US,2020-07-09 04:02:11,36.62,-121.92,59.0,82,75,6.93
348,Loksa,EE,2020-07-09 04:02:11,59.58,25.72,51.8,87,20,6.93
349,Garden City,US,2020-07-09 04:02:12,42.33,-83.33,80.6,65,75,6.93
350,Corn Island,NI,2020-07-09 04:02:12,12.17,-83.04,82.35,79,100,13.6
351,Pangai,TO,2020-07-09 04:02:12,-19.8,-174.35,78.8,69,75,13.87
352,Taree,AU,2020-07-09 04:02:12,-31.9,152.47,64.99,63,40,5.82
353,Awjilah,LY,2020-07-09 04:00:47,29.11,21.29,74.62,69,0,8.32
354,Vila Franca Do Campo,PT,2020-07-09 04:02:12,37.72,-25.43,66.2,72,75,5.82
355,Lubao,PH,2020-07-09 04:02:13,14.92,120.55,91.4,59,75,4.7
356,Tombouctou,ML,2020-07-09 04:02:13,20.0,-3.0,88.59,12,0,14.9
357,Shambu,ET,2020-07-09 04:02:13,9.57,37.1,51.13,100,95,0.85
358,Valdivia,CL,2020-07-09 04:01:07,-39.81,-73.25,44.6,93,90,8.05
359,Lata,PT,2020-07-09 04:02:13,40.16,-8.33,60.01,93,28,4.0
360,Rocha,UY,2020-07-09 04:02:13,-34.48,-54.33,47.16,87,99,9.89
361,Jiangmen,CN,2020-07-09 04:02:14,22.58,113.08,97.0,77,100,8.01
362,Nelson Bay,AU,2020-07-09 04:02:14,-32.72,152.15,66.99,59,40,8.05
363,Ascension,US,2020-07-09 04:02:14,30.22,-90.9,81.0,88,68,3.36
364,Oistins,BB,2020-07-09 04:01:21,13.07,-59.53,80.6,78,40,18.34
365,North Bend,US,2020-07-09 04:02:14,43.41,-124.22,64.0,82,1,16.11
366,Antofagasta,CL,2020-07-09 04:02:14,-23.65,-70.4,53.6,93,40,5.82
367,Gura Teghii,RO,2020-07-09 04:02:14,45.48,26.42,60.8,67,20,6.93
368,Bhagwantnagar,IN,2020-07-09 04:02:15,26.23,80.75,87.8,79,40,5.82
369,Boueni,YT,2020-07-09 04:02:15,-12.9,45.08,75.2,88,57,2.24
370,Hithadhoo,MV,2020-07-09 04:01:17,-0.6,73.08,84.4,68,47,3.51
371,Kununurra,AU,2020-07-09 04:02:15,-15.77,128.73,82.4,16,9,9.17
372,Bar Harbor,US,2020-07-09 04:02:15,44.39,-68.2,64.4,93,75,5.82
373,Longford,IE,2020-07-09 04:02:15,53.73,-7.8,46.99,99,83,5.01
374,Batangafo,CF,2020-07-09 04:02:16,7.3,18.28,70.38,88,100,3.58
375,Tevaitoa,PF,2020-07-09 04:02:16,-16.78,-151.5,76.55,76,55,26.28
376,Sao Joao Da Barra,BR,2020-07-09 04:01:21,-21.64,-41.05,69.94,71,0,12.15
377,Mehamn,NO,2020-07-09 04:02:16,71.04,27.85,46.4,93,75,2.24
378,Leningradskiy,RU,2020-07-09 04:02:16,69.38,178.42,50.29,69,6,12.46
379,Katsuura,JP,2020-07-09 04:02:16,35.13,140.3,82.0,83,75,28.86
380,Kumluca,TR,2020-07-09 04:02:16,36.37,30.29,80.46,58,0,0.89
381,Anderson,US,2020-07-09 04:02:16,34.53,-82.65,78.8,78,20,3.69
382,Nago,JP,2020-07-09 04:02:17,26.59,127.98,87.8,74,75,18.34
383,College,US,2020-07-09 03:57:19,64.86,-147.8,68.0,59,75,8.05
384,Chazuta,PE,2020-07-09 04:02:17,-6.57,-76.14,71.64,88,54,0.76
385,Grindavik,IS,2020-07-09 04:02:17,63.84,-22.43,48.2,81,75,10.29
386,Dalvik,IS,2020-07-09 04:02:17,65.97,-18.53,41.0,93,80,2.24
387,Manyana,BW,2020-07-09 04:02:17,-23.4,21.72,48.56,86,0,13.35
388,Rakaia,NZ,2020-07-09 04:02:18,-43.75,172.02,48.0,26,20,7.0
389,Yakeshi,CN,2020-07-09 04:02:18,49.28,120.73,87.8,28,66,11.32
390,Kamenka,RU,2020-07-09 04:02:18,51.32,42.77,75.0,80,87,11.99
391,Vardo,NO,2020-07-09 04:01:32,70.37,31.11,51.8,100,75,2.24
392,Jumla,NP,2020-07-09 04:02:18,29.27,82.18,73.78,55,35,4.79
393,Tuatapere,NZ,2020-07-09 04:01:44,-46.13,167.68,47.62,86,98,7.09
394,Hualmay,PE,2020-07-09 04:02:18,-11.1,-77.61,60.1,85,30,7.38
395,Sabaudia,IT,2020-07-09 04:02:19,41.3,13.03,71.01,68,0,5.01
396,Yumen,CN,2020-07-09 04:02:19,40.28,97.2,81.99,16,0,4.63
397,Mount Gambier,AU,2020-07-09 04:02:19,-37.83,140.77,50.0,76,0,14.99
398,Tabuk,PH,2020-07-09 04:02:19,17.42,121.44,89.62,63,75,5.39
399,Borgosesia,IT,2020-07-09 04:02:19,45.71,8.28,64.99,88,2,3.85
400,Mercedes,AR,2020-07-09 04:02:19,-34.65,-59.43,44.01,81,94,1.01
401,Ahipara,NZ,2020-07-09 04:02:19,-35.17,173.17,56.48,70,36,13.51
402,Xichang,CN,2020-07-09 04:00:59,27.9,102.26,78.01,68,100,1.45
403,Cascais,PT,2020-07-09 04:02:20,38.7,-9.42,66.0,95,89,12.33
404,Port Moresby,PG,2020-07-09 04:02:20,-9.44,147.18,86.0,74,40,11.41
405,Lisakovsk,KZ,2020-07-09 04:01:47,52.54,62.49,77.13,60,0,8.03
406,Hambantota,LK,2020-07-09 04:02:20,6.12,81.12,84.2,89,40,2.24
407,Mwinilunga,ZM,2020-07-09 04:02:20,-11.74,24.43,49.5,64,0,3.11
408,Chilca,PE,2020-07-09 04:02:20,-12.52,-76.74,60.8,87,90,8.05
409,Torres,BR,2020-07-09 04:00:07,-29.34,-49.73,54.12,75,19,11.01
410,Nosy Varika,MG,2020-07-09 04:02:21,-20.58,48.53,67.24,76,38,5.46
411,Catacocha,EC,2020-07-09 04:02:03,-4.07,-79.63,52.86,100,92,1.52
412,Sompeta,IN,2020-07-09 04:02:21,18.93,84.6,85.69,75,100,9.98
413,Saldanha,ZA,2020-07-09 04:02:21,-33.01,17.94,57.2,76,100,18.34
414,San Cristobal,VE,2020-07-09 04:02:21,7.77,-72.22,65.12,84,99,2.37
415,Tsimlyansk,RU,2020-07-09 04:02:22,47.65,42.1,72.77,86,100,8.23
416,Egvekinot,RU,2020-07-09 04:02:22,66.32,-179.17,55.96,70,90,2.59
417,Ikom,NG,2020-07-09 04:02:22,5.97,8.71,72.28,98,100,0.92
418,Baruun-Urt,MN,2020-07-09 04:02:22,46.68,113.28,83.86,31,44,3.69
419,Meulaboh,ID,2020-07-09 04:01:18,4.14,96.13,80.4,72,100,7.92
420,Curillo,CO,2020-07-09 04:02:22,1.03,-75.92,71.35,91,5,1.03
421,Danville,US,2020-07-09 04:02:22,36.59,-79.39,73.4,94,20,3.36
422,Pisco,PE,2020-07-09 04:02:23,-13.7,-76.22,59.0,87,40,3.36
423,Moen,NO,2020-07-09 04:02:23,69.13,18.61,51.8,81,90,8.05
424,Puri,IN,2020-07-09 03:58:08,19.8,85.85,82.4,94,90,5.82
425,Bintulu,MY,2020-07-09 04:02:23,3.17,113.03,82.4,88,40,6.93
426,Saint-Francois,FR,2020-07-09 04:02:23,46.42,3.91,54.0,81,28,2.24
427,Moratuwa,LK,2020-07-09 04:02:23,6.77,79.88,84.2,83,40,1.12
428,Shar,KZ,2020-07-09 04:02:23,49.59,81.05,76.12,44,0,16.64
429,Onega,RU,2020-07-09 04:02:24,63.91,38.14,54.16,93,100,4.03
430,Porkhov,RU,2020-07-09 04:02:24,57.77,29.56,50.0,93,89,2.24
431,Helensburgh,GB,2020-07-09 04:02:24,56.01,-4.73,54.0,93,90,4.7
432,Kalmunai,LK,2020-07-09 04:02:24,7.42,81.82,85.93,65,100,4.68
433,Chulym,RU,2020-07-09 04:02:24,55.1,80.96,75.11,81,100,11.9
434,Pecos,US,2020-07-09 04:02:24,31.42,-103.49,95.0,28,1,20.8
435,Arraial Do Cabo,BR,2020-07-09 04:02:25,-22.97,-42.03,71.87,78,30,14.94
436,Kijang,KR,2020-07-09 04:02:25,35.24,129.21,82.4,61,75,5.82
437,Talaya,RU,2020-07-09 04:01:36,61.38,152.75,58.05,73,100,11.07
438,Barentu,ER,2020-07-09 04:02:25,15.11,37.59,72.54,81,65,6.78
439,Albacete,ES,2020-07-09 04:02:25,38.83,-2.0,68.0,72,0,8.05
440,Pangnirtung,CA,2020-07-09 04:01:07,66.15,-65.71,43.2,68,35,2.77
441,Tripoli,LY,2020-07-09 03:58:21,32.88,13.19,71.22,77,0,4.94
442,Jiexiu,CN,2020-07-09 04:00:10,37.02,111.91,81.09,57,54,4.16
443,Sur,OM,2020-07-09 04:02:26,22.57,59.53,89.96,56,99,4.43
444,Ostrovnoy,RU,2020-07-09 04:02:26,68.05,39.51,56.91,83,90,6.78
445,Beyneu,KZ,2020-07-09 04:02:26,45.32,55.2,85.62,34,0,8.48
446,Winsum,NL,2020-07-09 04:02:26,53.33,6.52,55.0,90,100,11.14
447,San Patricio,MX,2020-07-09 04:02:26,19.22,-104.7,80.06,78,100,7.74
448,Falun,SE,2020-07-09 04:02:27,60.6,15.63,46.99,93,86,5.82
449,Temple,US,2020-07-09 04:01:10,31.1,-97.34,87.8,58,1,16.11
450,Raisio,FI,2020-07-09 04:02:27,60.49,22.17,51.8,87,40,4.7
451,Phonhong,LA,2020-07-09 04:02:27,18.5,102.42,89.6,75,40,4.7
452,Sao Borja,BR,2020-07-09 04:02:27,-28.66,-56.0,44.42,89,25,5.93
453,Rutana,BI,2020-07-09 04:02:27,-3.87,30.1,56.39,75,53,2.68
454,Fare,PF,2020-07-09 04:02:27,-16.7,-151.02,76.1,76,92,26.55
455,Wajir,KE,2020-07-09 04:02:28,1.75,40.06,74.41,80,70,14.94
456,Witu,KE,2020-07-09 04:02:28,-2.39,40.44,75.11,89,63,6.42
457,Ashta,IN,2020-07-09 04:02:28,23.02,76.72,83.25,74,43,11.92
458,Rosetown,CA,2020-07-09 04:02:28,51.55,-108.0,55.99,93,100,28.01
459,Hay River,CA,2020-07-09 04:00:18,60.82,-115.8,60.8,59,75,8.05
460,Mana,GF,2020-07-09 04:02:28,5.66,-53.78,77.29,87,86,4.74
461,Nivala,FI,2020-07-09 04:02:29,63.92,24.97,51.01,91,91,1.01
462,Santarem,BR,2020-07-09 04:00:37,-2.44,-54.71,73.4,100,15,3.36
463,Vanimo,PG,2020-07-09 04:02:29,-2.67,141.3,86.67,64,76,9.46
464,Kahului,US,2020-07-09 04:00:35,20.89,-156.47,84.2,51,40,17.22
465,Wanning,CN,2020-07-09 04:02:29,18.8,110.4,88.72,67,100,16.26
466,Plettenberg Bay,ZA,2020-07-09 04:01:40,-34.05,23.37,74.03,28,53,21.25
467,Moranbah,AU,2020-07-09 04:02:29,-22.0,148.05,72.14,59,88,19.95
468,Lompoc,US,2020-07-09 03:57:32,34.64,-120.46,55.4,87,90,8.05
469,Kilis,TR,2020-07-09 04:00:06,36.72,37.12,68.0,64,1,7.27
470,Takoradi,GH,2020-07-09 04:02:30,4.88,-1.76,75.42,89,100,9.13
471,Gordeyevka,RU,2020-07-09 04:02:30,52.96,31.97,53.8,91,0,8.23
472,Conchal,BR,2020-07-09 04:02:30,-22.33,-47.17,64.04,70,39,1.95
473,Gorontalo,ID,2020-07-09 03:59:14,0.54,123.06,83.3,81,75,2.57
474,Villa Maria,AR,2020-07-09 04:02:30,-32.41,-63.24,39.6,82,0,4.38
475,Nieuw Amsterdam,SR,2020-07-09 04:02:31,5.88,-55.08,77.0,95,69,5.48
476,Lynn Haven,US,2020-07-09 04:02:31,30.25,-85.65,82.0,83,1,7.9
477,Manacapuru,BR,2020-07-09 04:00:50,-3.3,-60.62,75.2,94,8,0.69
478,Casablanca,MA,2020-07-09 03:57:43,33.59,-7.62,71.01,88,75,5.82
479,Huamantla,MX,2020-07-09 04:02:31,19.32,-97.92,55.26,85,100,4.68
480,Pathein,MM,2020-07-09 04:02:31,16.78,94.73,86.32,67,100,7.58
481,Moskovskoye,RU,2020-07-09 04:02:31,45.28,41.91,68.0,94,40,13.42
482,Noumea,NC,2020-07-09 04:02:32,-22.28,166.46,73.99,60,36,19.46
483,Kamaishi,JP,2020-07-09 04:02:32,39.27,141.88,80.6,74,75,4.7
484,Ayorou,NE,2020-07-09 04:02:32,14.73,0.92,88.88,49,79,10.96
485,Morro Bay,US,2020-07-09 04:02:32,35.37,-120.85,70.0,97,21,2.33
486,Green River,US,2020-07-09 04:02:32,41.53,-109.47,69.8,15,1,10.29
487,Bandar-E Lengeh,IR,2020-07-09 04:02:32,26.56,54.88,95.0,59,0,6.93
488,Akdepe,TM,2020-07-09 04:02:33,42.06,59.38,84.2,42,2,6.93
489,Yantal,RU,2020-07-09 04:02:33,56.85,105.25,74.17,43,25,11.36
490,Petropavlovsk-Kamchatskiy,RU,2020-07-09 04:02:33,53.05,158.65,57.2,100,75,4.47
491,Mago,RU,2020-07-09 04:02:33,53.25,140.18,60.82,75,100,5.7
492,Road Town,VG,2020-07-09 04:02:33,18.42,-64.62,82.99,83,35,15.01
493,Mega,ET,2020-07-09 04:02:33,4.05,38.3,57.58,100,100,15.75
494,Ouegoa,NC,2020-07-09 04:02:34,-20.35,164.43,73.02,59,8,14.0
495,Chumikan,RU,2020-07-09 04:02:34,54.72,135.31,53.19,78,93,10.45
496,Walvis Bay,NA,2020-07-09 04:02:34,-22.96,14.51,54.0,100,0,3.36
497,Dunedin,NZ,2020-07-09 03:57:48,-45.87,170.5,48.99,76,97,5.99
498,Blagoyevo,RU,2020-07-09 04:02:34,63.37,47.92,78.84,78,0,10.87
499,Palaikastron,GR,2020-07-09 04:02:34,35.2,26.25,78.01,64,0,21.0
500,Santa Rosa,PH,2020-07-09 04:00:31,14.31,121.11,95.0,56,58,6.93
501,Bekhtery,UA,2020-07-09 04:02:35,46.25,32.29,66.47,58,0,11.1
502,Grandview,US,2020-07-09 04:02:35,38.89,-94.53,84.2,66,1,6.93
503,Sinjar,IQ,2020-07-09 04:02:35,36.32,41.88,89.71,19,10,13.89
504,Adre,TD,2020-07-09 04:02:35,13.47,22.2,76.84,64,100,5.88
505,Vestmannaeyjar,IS,2020-07-09 04:00:54,63.44,-20.27,48.76,82,0,19.57
506,Zhireken,RU,2020-07-09 04:02:36,52.82,117.31,84.94,36,85,7.09
507,Hami,CN,2020-07-09 04:01:30,42.8,93.45,90.66,12,0,3.8
508,Gulariya,NP,2020-07-09 04:02:36,28.23,81.33,93.38,56,88,4.72
509,Gazojak,TM,2020-07-09 04:02:36,41.19,61.4,90.97,21,0,7.92
510,Dingle,PH,2020-07-09 04:02:36,11.0,122.67,88.84,61,67,3.53
511,Akcakoca,TR,2020-07-09 04:02:36,41.09,31.12,68.2,76,38,6.55
512,Shabqadar,PK,2020-07-09 04:02:36,34.21,71.56,84.2,51,20,4.7
513,San Jose,US,2020-07-09 03:58:30,37.34,-121.89,73.0,46,1,8.05
514,Mineiros,BR,2020-07-09 04:00:53,-17.57,-52.55,63.25,77,6,3.0
515,Aloleng,PH,2020-07-09 04:02:37,16.13,119.78,86.76,71,96,7.25
516,Coahuayana,MX,2020-07-09 04:02:20,18.73,-103.68,78.51,79,100,3.18
517,Moree,AU,2020-07-09 04:02:37,-29.47,149.85,69.8,46,98,9.17
518,Broome,US,2020-07-09 04:02:38,42.25,-75.83,69.01,93,1,3.36
519,Pavagada,IN,2020-07-09 04:02:38,14.1,77.27,75.78,74,100,10.49
520,Turukhansk,RU,2020-07-09 04:01:17,65.82,87.98,59.81,58,59,24.58
521,Aitape,PG,2020-07-09 04:02:38,-3.14,142.35,84.67,73,99,9.31
522,Bentiu,SS,2020-07-09 04:02:38,9.23,29.83,72.21,92,100,2.64
523,Buala,SB,2020-07-09 04:02:38,-8.14,159.59,85.26,71,19,11.3
524,Pitimbu,BR,2020-07-09 04:02:38,-7.47,-34.81,75.65,86,10,7.72
525,Port Hedland,AU,2020-07-09 04:01:38,-20.32,118.57,84.2,10,0,11.41
526,San Ramon,US,2020-07-09 04:02:39,37.78,-121.98,69.01,59,1,9.17
527,Lorengau,PG,2020-07-09 04:02:39,-2.02,147.27,85.75,69,50,12.39
528,Coolum Beach,AU,2020-07-09 04:02:39,-26.53,153.1,61.0,89,98,3.0
529,Soria,ES,2020-07-09 04:02:39,41.67,-2.67,63.0,67,33,1.01
530,Bandarbeyla,SO,2020-07-09 04:02:25,9.49,50.81,84.74,53,58,28.99
531,Beloha,MG,2020-07-09 04:01:15,-25.17,45.05,62.22,86,0,12.19
532,Isla Vista,US,2020-07-09 04:02:40,34.41,-119.86,66.0,77,1,4.7
533,Hailey,US,2020-07-09 04:02:40,43.52,-114.32,66.2,34,5,5.82
534,Boguchany,RU,2020-07-09 04:02:40,58.38,97.45,71.38,39,23,8.93
535,Oksfjord,NO,2020-07-09 04:02:40,70.24,22.35,51.8,76,2,3.36
536,Keuruu,FI,2020-07-09 04:02:40,62.27,24.7,50.0,93,75,6.93
537,Pundaguitan,PH,2020-07-09 04:02:40,6.37,126.17,83.66,70,49,4.63
538,Erzin,TR,2020-07-09 04:02:41,36.96,36.2,75.0,89,82,1.48
539,Bunia,CD,2020-07-09 04:02:41,1.57,30.25,62.02,95,62,3.29
540,Kushiro,JP,2020-07-09 04:02:41,42.98,144.37,68.0,82,75,12.75
541,Gombong,ID,2020-07-09 04:02:41,-7.61,109.51,81.0,61,99,11.21
542,Goderich,CA,2020-07-09 04:01:16,43.75,-81.72,69.01,83,0,2.17
543,Chulman,RU,2020-07-09 04:02:41,56.85,124.91,68.23,61,100,10.54
544,Jucurutu,BR,2020-07-09 04:02:41,-6.03,-37.02,75.31,70,1,5.14
545,Erdenet,MN,2020-07-09 04:02:42,49.03,104.08,54.23,88,99,17.85
546,Coxim,BR,2020-07-09 04:02:42,-18.51,-54.76,62.04,85,8,2.21
547,Dezful,IR,2020-07-09 04:02:42,32.38,48.41,95.23,16,0,8.3
548,Puerto Escondido,MX,2020-07-09 04:02:42,15.85,-97.07,81.63,80,100,6.06
549,Tura,IN,2020-07-09 04:02:42,25.52,90.22,80.56,88,100,8.52
550,Santiago,CL,2020-07-09 04:02:42,-33.46,-70.65,44.6,93,75,3.36
551,Nyurba,RU,2020-07-09 04:02:42,63.28,118.33,76.17,38,100,10.47
552,Lagoa,PT,2020-07-09 04:02:43,39.05,-27.98,68.09,80,64,6.2
553,Sal Rei,CV,2020-07-09 04:02:43,16.18,-22.92,77.0,83,40,17.22
554,Lugoba,TZ,2020-07-09 04:02:43,-6.45,38.33,68.56,97,31,4.5
555,Xihe,CN,2020-07-09 04:02:43,31.69,113.47,88.43,61,37,2.75
556,Labuhan,ID,2020-07-09 04:02:43,-6.88,112.21,84.22,63,56,3.65
557,Tautira,PF,2020-07-09 04:02:43,-17.73,-149.15,78.8,65,20,8.05
558,Ambilobe,MG,2020-07-09 04:02:44,-13.2,49.05,72.1,72,2,7.14
559,Andenes,NO,2020-07-09 04:02:44,69.31,16.12,50.0,81,10,2.24
560,Paungde,MM,2020-07-09 04:02:44,18.48,95.5,86.05,73,100,10.09
561,Paka,MY,2020-07-09 04:02:44,4.64,103.44,84.2,83,20,2.24
562,Karratha,AU,2020-07-09 03:59:21,-20.74,116.85,82.54,16,0,10.83
563,Grants,US,2020-07-09 04:02:44,35.15,-107.85,77.0,15,1,9.17
564,Silchar,IN,2020-07-09 04:02:45,24.82,92.8,79.18,91,100,3.0
565,Ilulissat,GL,2020-07-09 04:02:45,69.22,-51.1,48.2,57,97,17.22
566,Quatre Cocos,MU,2020-07-09 04:02:45,-20.21,57.76,69.8,73,75,17.22
567,Ukiah,US,2020-07-09 04:02:45,39.15,-123.21,82.4,23,1,5.82
568,Barcelona,ES,2020-07-09 03:58:12,41.39,2.16,75.99,78,27,3.36
569,Santander,ES,2020-07-09 04:02:45,43.46,-3.8,66.99,93,39,6.35
